Code,Level,Parent,Description
46.74.2,5,46.74,Wholesale of plumbing and heating equipment and supplies
46.74.3,5,46.74,Wholesale of metal and plastic products for construction purposes
46.75,4,46.7,Wholesale of chemical products
46.75.0,5,46.75,Wholesale of chemical products
46.76,4,46.7,Wholesale of other intermediate products
46.76.0,5,46.76,Wholesale of other intermediate products
46.77,4,46.7,Wholesale of waste and scrap
46.77.0,5,46.77,Wholesale of waste and scrap
46.9,3,46,Non-specialised wholesale trade
46.90,4,46.9,Non-specialised wholesale trade
46.90.1,5,46.90,"Non-specialised wholesale of raw materials, semi-finished and finished goods"
46.90.2,5,46.90,Non-specialised wholesale of raw materials and semi-finished goods
46.90.3,5,46.90,Non-specialised wholesale of finished goods
47,2,G,"Retail trade, except of motor vehicles and motorcycles"
47.1,3,47,Retail sale in non-specialised stores
47.11,4,47.1,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
47.11.1,5,47.11,"Retail sale of food, beverages or tobacco in non-specialised stores"
47.11.2,5,47.11,"Other retail sale in non-specialised stores with food, beverages or tobacco predominating"
47.19,4,47.1,Other retail sale in non-specialised stores
47.19.1,5,47.19,Retail sale in non-specialised stores (excluding food)
47.19.2,5,47.19,Retail sale in non-specialised stores with non-food predominating
47.2,3,47,"Retail sale of food, beverages and tobacco in specialised stores"
47.21,4,47.2,Retail sale of fruit and vegetables in specialised stores
47.21.0,5,47.21,Retail sale of fruit and vegetables in specialised stores
47.22,4,47.2,Retail sale of meat and meat products in specialised stores
47.22.0,5,47.22,Retail sale of meat and meat products in specialised stores
47.23,4,47.2,"Retail sale of fish, crustaceans and molluscs in specialised stores"
47.23.0,5,47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores"
47.24,4,47.2,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
47.24.0,5,47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
47.25,4,47.2,Retail sale of beverages in specialised stores
47.25.0,5,47.25,Retail sale of beverages in specialised stores
47.26,4,47.2,Retail sale of tobacco products in specialised stores
47.26.0,5,47.26,Retail sale of tobacco products in specialised stores
47.29,4,47.2,Other retail sale of food in specialised stores
47.29.0,5,47.29,Other retail sale of food in specialised stores
47.3,3,47,Retail sale of automotive fuel in specialised stores
47.30,4,47.3,Retail sale of automotive fuel in specialised stores
47.30.1,5,47.30,Retail sale on behalf of others of automotive fuel in specialised stores (filling stations acting as agencies)
47.30.2,5,47.30,Retail sale of private-brand automotive fuel in specialised stores (independent filling stations)
47.4,3,47,Retail sale of information and communication equipment in specialised stores
47.41,4,47.4,"Retail sale of computers, peripheral units and software in specialised stores"
47.41.0,5,47.41,"Retail sale of computers, peripheral units and software in specialised stores"
47.42,4,47.4,Retail sale of telecommunications equipment in specialised stores
47.42.0,5,47.42,Retail sale of telecommunications equipment in specialised stores
47.43,4,47.4,Retail sale of audio and video equipment in specialised stores
47.43.0,5,47.43,Retail sale of audio and video equipment in specialised stores
47.5,3,47,Retail sale of other household equipment in specialised stores
47.51,4,47.5,Retail sale of textiles in specialised stores
47.51.0,5,47.51,Retail sale of textiles in specialised stores
47.52,4,47.5,"Retail sale of hardware, paints and glass in specialised stores"
47.52.1,5,47.52,Retail sale of hardware and plastic products n.e.c. in specialised stores
47.52.3,5,47.52,"Retail sale of paints, varnishes, building and do-it-yourself material and equipment in specialised stores"
47.53,4,47.5,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
47.53.0,5,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
47.54,4,47.5,Retail sale of electrical household appliances in specialised stores
47.54.0,5,47.54,Retail sale of electrical household appliances in specialised stores
47.59,4,47.5,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
47.59.1,5,47.59,Retail sale of furniture in specialised stores
47.59.2,5,47.59,Retail sale of china and glassware in specialised stores
47.59.3,5,47.59,Retail sale of musical instruments and scores in specialised stores
47.59.9,5,47.59,Retail sale of household articles n.e.c. in specialised stores
47.6,3,47,Retail sale of cultural and recreation goods in specialised stores
47.61,4,47.6,Retail sale of books in specialised stores
47.61.0,5,47.61,Retail sale of books in specialised stores
47.62,4,47.6,Retail sale of newspapers and stationery in specialised stores
47.62.1,5,47.62,"Retail sale of newspapers, journals and periodicals in specialised stores"
47.62.2,5,47.62,"Retail sale of stationery, school and office supplies in specialised stores"
47.63,4,47.6,Retail sale of music and video recordings in specialised stores
47.63.0,5,47.63,Retail sale of music and video recordings in specialised stores
47.64,4,47.6,Retail sale of sporting equipment in specialised stores
47.64.1,5,47.64,"Retail sale of bicycles, their parts and accessories in specialised stores"
47.64.2,5,47.64,Retail sale of sports and camping goods in specialised stores (excl. camping furniture)
47.65,4,47.6,Retail sale of games and toys in specialised stores
47.65.0,5,47.65,Retail sale of games and toys in specialised stores
47.7,3,47,Retail sale of other goods in specialised stores
47.71,4,47.7,Retail sale of clothing in specialised stores
47.71.0,5,47.71,Retail sale of clothing in specialised stores
47.72,4,47.7,Retail sale of footwear and leather goods in specialised stores
47.72.1,5,47.72,Retail sale of footwear in specialised stores
47.72.2,5,47.72,Retail sale of leather goods and luggage in specialised stores
47.73,4,47.7,Dispensing chemist in specialised stores
47.73.0,5,47.73,Dispensing chemist in specialised stores
47.74,4,47.7,Retail sale of medical and orthopaedic goods in specialised stores
47.74.0,5,47.74,Retail sale of medical and orthopaedic goods in specialised stores
47.75,4,47.7,Retail sale of cosmetic and toilet articles in specialised stores
47.75.0,5,47.75,Retail sale of cosmetic and toilet articles in specialised stores
47.76,4,47.7,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
47.76.1,5,47.76,"Retail sale of flowers, plants, seeds and fertilisers in specialised stores"
47.76.2,5,47.76,"Retail sale of live animals, animal food etc. in specialised stores"
47.77,4,47.7,Retail sale of watches and jewellery in specialised stores
47.77.0,5,47.77,Retail sale of watches and jewellery in specialised stores
47.78,4,47.7,Other retail sale of new goods in specialised stores
47.78.1,5,47.78,Activities of opticians in specialised stores
47.78.2,5,47.78,"Retail sale of photographic, optical and precision equipment in specialised stores (excl. activities of opticians)"
47.78.3,5,47.78,"Retail sale of art, pictures, craftwork, stamps, coins and gifts in specialised stores"
47.78.9,5,47.78,Other retail sale of new goods in specialised stores n.e.c.
47.79,4,47.7,Retail sale of second-hand goods in stores
47.79.1,5,47.79,Retail sale of antiques and antique rugs in stores
47.79.2,5,47.79,Retail sale in second-hand bookstores in stores
47.79.9,5,47.79,Retail sale of other second-hand goods in stores
47.8,3,47,Retail sale via stalls and markets
47.81,4,47.8,"Retail sale via stalls and markets of food, beverages and tobacco products"
47.81.0,5,47.81,"Retail sale via stalls and markets of food, beverages and tobacco products"
47.82,4,47.8,"Retail sale via stalls and markets of textiles, clothing and footwear"
47.82.0,5,47.82,"Retail sale via stalls and markets of textiles, clothing and footwear"
47.89,4,47.8,Retail sale via stalls and markets of other goods
47.89.0,5,47.89,Retail sale via stalls and markets of other goods
47.9,3,47,"Retail trade not in stores, stalls or markets"
47.91,4,47.9,Retail sale via mail order houses or via Internet
47.91.1,5,47.91,"Retail sale of textiles, clothing, footwear and leather goods via mail order houses or via Internet"
47.91.9,5,47.91,Other retail sale via mail order houses or via Internet
47.99,4,47.9,"Other retail sale not in stores, stalls or markets"
47.99.1,5,47.99,Retail sale of fuels from stock
47.99.9,5,47.99,Other retail sale not in stores n.e.c.
H,1,,Transportation and storage
49,2,H,Land transport and transport via pipelines
49.1,3,49,"Passenger rail transport, interurban"
49.10,4,49.1,"Passenger rail transport, interurban"
49.10.0,5,49.10,"Passenger rail transport, interurban"
49.2,3,49,Freight rail transport
49.20,4,49.2,Freight rail transport
49.20.0,5,49.20,Freight rail transport
49.3,3,49,Other passenger land transport
49.31,4,49.3,Urban and suburban passenger land transport
49.31.0,5,49.31,Urban and suburban passenger land transport
49.32,4,49.3,Taxi operation
49.32.0,5,49.32,Taxi operation
49.39,4,49.3,Other passenger land transport n.e.c.
49.39.1,5,49.39,Scheduled long-distance passenger transport by motor bus
49.39.2,5,49.39,Non-scheduled passenger transport by motor bus
49.39.9,5,49.39,Land passenger transport n.e.c.
49.4,3,49,Freight transport by road and removal services
49.41,4,49.4,Freight transport by road
49.41.0,5,49.41,Freight transport by road
49.42,4,49.4,Removal services
49.42.0,5,49.42,Removal services
49.5,3,49,Transport via pipeline
49.50,4,49.5,Transport via pipeline
49.50.0,5,49.50,Transport via pipeline
50,2,H,Water transport
50.1,3,50,Sea and coastal passenger water transport
50.10,4,50.1,Sea and coastal passenger water transport
50.10.0,5,50.10,Sea and coastal passenger water transport
50.2,3,50,Sea and coastal freight water transport
50.20,4,50.2,Sea and coastal freight water transport
50.20.0,5,50.20,Sea and coastal freight water transport
50.3,3,50,Inland passenger water transport
50.30,4,50.3,Inland passenger water transport
50.30.0,5,50.30,Inland passenger water transport
50.4,3,50,Inland freight water transport
50.40,4,50.4,Inland freight water transport
50.40.0,5,50.40,Inland freight water transport
51,2,H,Air transport
51.1,3,51,Passenger air transport
51.10,4,51.1,Passenger air transport
51.10.0,5,51.10,Passenger air transport
51.2,3,51,Freight air transport and space transport
51.21,4,51.2,Freight air transport
51.21.0,5,51.21,Freight air transport
51.22,4,51.2,Space transport
51.22.0,5,51.22,Space transport
52,2,H,Warehousing and support activities for transportation
52.1,3,52,Warehousing and storage
52.10,4,52.1,Warehousing and storage
52.10.0,5,52.10,Warehousing and storage
52.2,3,52,Support activities for transportation
52.21,4,52.2,Service activities incidental to land transportation
52.21.1,5,52.21,Operation of car parks and garages
52.21.2,5,52.21,Operation of road infrastructure
52.21.3,5,52.21,Operation of railroad infrastructure
52.21.4,5,52.21,"Operation of terminal facilities for passenger transport, including bus stations"
52.21.5,5,52.21,Operation of stations for the handling of goods carried by rail or road (except cargo handling)
52.21.9,5,52.21,Service activities incidental to land transportation n.e.c.
52.22,4,52.2,Service activities incidental to water transportation
52.22.1,5,52.22,Operation of waterway infrastructure
52.22.2,5,52.22,"Operation of ports, harbours and piers"
52.22.3,5,52.22,"Navigation, pilotage and berthing activities"
52.22.9,5,52.22,Service activities incidental to water transportation n.e.c.
52.23,4,52.2,Service activities incidental to air transportation
52.23.1,5,52.23,Operation of airports and airfields
52.23.9,5,52.23,Service activities incidental to air transportation n.e.c.
52.24,4,52.2,Cargo handling
52.24.0,5,52.24,Cargo handling
52.29,4,52.2,Other transportation support activities
52.29.1,5,52.29,Freight forwarding
52.29.2,5,52.29,Organisation of group consignments by sea
52.29.9,5,52.29,Other transportation support activities n.e.c.
53,2,H,Postal and courier activities
53.1,3,53,Postal activities under universal service obligation
53.10,4,53.1,Postal activities under universal service obligation
53.10.0,5,53.10,Postal activities under universal service obligation
53.2,3,53,Other postal and courier activities
53.20,4,53.2,Other postal and courier activities
53.20.0,5,53.20,Other postal and courier activities
I,1,,Accommodation and food service activities
55,2,I,Accommodation
55.1,3,55,Hotels and similar accommodation
55.10,4,55.1,Hotels and similar accommodation
55.10.1,5,55.10,Hotels (excl. hotels providing bed and breakfast only)
55.10.2,5,55.10,Hotels providing bed and breakfast only
55.10.3,5,55.10,Inns
55.10.4,5,55.10,Guest houses
55.2,3,55,Holiday and other short-stay accommodation
55.20,4,55.2,Holiday and other short-stay accommodation
55.20.1,5,55.20,Recreation and holiday homes
55.20.2,5,55.20,Holiday centres
55.20.3,5,55.20,Chalets and holiday flats
55.20.4,5,55.20,Youth hostels and mountain refuges
55.3,3,55,"Camping grounds, recreational vehicle parks and trailer parks"
55.30,4,55.3,"Camping grounds, recreational vehicle parks and trailer parks"
55.30.0,5,55.30,"Camping grounds, recreational vehicle parks and trailer parks"
55.9,3,55,Other accommodation
55.90,4,55.9,Other accommodation
55.90.1,5,55.90,Private accommodation
55.90.9,5,55.90,Other accommodation n.e.c.
56,2,I,Food and beverage service activities
56.1,3,56,Restaurants and mobile food service activities
56.10,4,56.1,Restaurants and mobile food service activities
56.10.1,5,56.10,Full-service restaurants
56.10.2,5,56.10,Self-service restaurants
56.10.3,5,56.10,Snack bars and the like
56.10.4,5,56.10,Cafés
56.10.5,5,56.10,Ice-cream parlours
56.2,3,56,Event catering and other food service activities
56.21,4,56.2,Event catering activities
56.21.0,5,56.21,Event catering activities
56.29,4,56.2,Other food service activities
56.29.0,5,56.29,Other food service activities
56.3,3,56,Beverage serving activities
56.30,4,56.3,Beverage serving activities
56.30.1,5,56.30,Public houses
56.30.2,5,56.30,Discotheques and bars with dancing
56.30.3,5,56.30,Bars
56.30.4,5,56.30,Bars with entertainment
56.30.9,5,56.30,Other bars
J,1,,Information and communication
58,2,J,Publishing activities
58.1,3,58,"Publishing of books, periodicals and other publishing activities"
58.11,4,58.1,Book publishing
58.11.0,5,58.11,Book publishing
58.12,4,58.1,Publishing of directories and mailing lists
58.12.0,5,58.12,Publishing of directories and mailing lists
58.13,4,58.1,Publishing of newspapers
58.13.0,5,58.13,Publishing of newspapers
58.14,4,58.1,Publishing of journals and periodicals
58.14.0,5,58.14,Publishing of journals and periodicals
58.19,4,58.1,Other publishing activities
58.19.0,5,58.19,Other publishing activities
58.2,3,58,Software publishing
58.21,4,58.2,Publishing of computer games
58.21.0,5,58.21,Publishing of computer games
58.29,4,58.2,Other software publishing
58.29.0,5,58.29,Other software publishing
59,2,J,"Motion picture, video and television programme production, sound recording and music publishing activities"
59.1,3,59,"Motion picture, video and television programme activities"
59.11,4,59.1,"Motion picture, video and television programme production activities"
59.11.0,5,59.11,"Motion picture, video and television programme production activities"
59.12,4,59.1,"Motion picture, video and television programme post-production activities"
59.12.0,5,59.12,"Motion picture, video and television programme post-production activities"
59.13,4,59.1,"Motion picture, video and television programme distribution activities"
59.13.0,5,59.13,"Motion picture, video and television programme distribution activities"
59.14,4,59.1,Motion picture projection activities
59.14.0,5,59.14,Motion picture projection activities
59.2,3,59,Sound recording and music publishing activities
59.20,4,59.2,Sound recording and music publishing activities
59.20.1,5,59.20,Activities of sound-recording studios and production of taped radio programming
59.20.2,5,59.20,Publishing of sound recordings
59.20.3,5,59.20,Publishing of printed music
60,2,J,Programming and broadcasting activities
60.1,3,60,Radio broadcasting
60.10,4,60.1,Radio broadcasting
60.10.0,5,60.10,Radio broadcasting
60.2,3,60,Television programming and broadcasting activities
60.20,4,60.2,Television programming and broadcasting activities
60.20.0,5,60.20,Television programming and broadcasting activities
61,2,J,Telecommunications
61.1,3,61,Wired telecommunications activities
61.10,4,61.1,Wired telecommunications activities
61.10.0,5,61.10,Wired telecommunications activities
61.2,3,61,Wireless telecommunications activities
61.20,4,61.2,Wireless telecommunications activities
61.20.0,5,61.20,Wireless telecommunications activities
61.3,3,61,Satellite telecommunications activities
61.30,4,61.3,Satellite telecommunications activities
61.30.0,5,61.30,Satellite telecommunications activities
61.9,3,61,Other telecommunications activities
61.90,4,61.9,Other telecommunications activities
61.90.1,5,61.90,Internet service providers
61.90.9,5,61.90,Other telecommunications activities n.e.c.
62,2,J,"Computer programming, consultancy and related activities"
62.0,3,62,"Computer programming, consultancy and related activities"
62.01,4,62.0,Computer programming activities
62.01.1,5,62.01,Web-page design and programming
62.01.9,5,62.01,Other software development
62.02,4,62.0,Computer consultancy activities
62.02.0,5,62.02,Computer consultancy activities
62.03,4,62.0,Computer facilities management activities
62.03.0,5,62.03,Computer facilities management activities
62.09,4,62.0,Other information technology and computer service activities
62.09.0,5,62.09,Other information technology and computer service activities
63,2,J,Information service activities
63.1,3,63,"Data processing, hosting and related activities; web portals"
63.11,4,63.1,"Data processing, hosting and related activities"
63.11.0,5,63.11,"Data processing, hosting and related activities"
63.12,4,63.1,Web portals
63.12.0,5,63.12,Web portals
63.9,3,63,Other information service activities
63.91,4,63.9,News agency activities
63.91.0,5,63.91,News agency activities
63.99,4,63.9,Other information service activities n.e.c.
63.99.0,5,63.99,Other information service activities n.e.c.
K,1,,Financial and insurance activities
64,2,K,"Financial service activities, except insurance and pension funding"
64.1,3,64,Monetary intermediation
64.11,4,64.1,Central banking
64.11.0,5,64.11,Central banking
64.19,4,64.1,Other monetary intermediation
64.19.1,5,64.19,Activities of commercial banks including branches of foreign banks
64.19.2,5,64.19,Activities of savings banks
64.19.3,5,64.19,Activities of cooperatives
64.19.4,5,64.19,Activities of mortgage banks
64.19.5,5,64.19,Activities of credit institutions with special functions
64.19.6,5,64.19,Activities of building and loan associations
64.2,3,64,Activities of holding companies
64.20,4,64.2,Activities of holding companies
64.20.0,5,64.20,Activities of holding companies
64.3,3,64,"Trusts, funds and similar financial entities"
64.30,4,64.3,"Trusts, funds and similar financial entities"
64.30.0,5,64.30,"Trusts, funds and similar financial entities"
64.9,3,64,"Other financial service activities, except insurance and pension funding"
64.91,4,64.9,Financial leasing
64.91.0,5,64.91,Financial leasing
64.92,4,64.9,Other credit granting
64.92.1,5,64.92,Other credit granting (except pawnbroking)
64.92.2,5,64.92,Activities of pawnshops and pawnbrokers
64.99,4,64.9,"Other financial service activities, except insurance and pension funding n.e.c."
64.99.1,5,64.99,Activities of investment stock corporations and funds of investment management companies (excl. money market funds)
64.99.9,5,64.99,Other financial intermediation n.e.c.
65,2,K,"Insurance, reinsurance and pension funding, except compulsory social security"
65.1,3,65,Insurance
65.11,4,65.1,Life insurance
65.11.0,5,65.11,Life insurance
65.12,4,65.1,Non-life insurance
65.12.1,5,65.12,Health insurance
65.12.2,5,65.12,Indemnity and accident insurance
65.2,3,65,Reinsurance
65.20,4,65.2,Reinsurance
65.20.0,5,65.20,Reinsurance
65.3,3,65,Pension funding
65.30,4,65.3,Pension funding
65.30.0,5,65.30,Pension funding
66,2,K,Activities auxiliary to financial services and insurance activities
66.1,3,66,"Activities auxiliary to financial services, except insurance and pension funding"
66.11,4,66.1,Administration of financial markets
66.11.0,5,66.11,Administration of financial markets
66.12,4,66.1,Security and commodity contracts brokerage
66.12.0,5,66.12,Security and commodity contracts brokerage
66.19,4,66.1,"Other activities auxiliary to financial services, except insurance and pension funding"
66.19.0,5,66.19,"Other activities auxiliary to financial services, except insurance and pension funding"
66.2,3,66,Activities auxiliary to insurance and pension funding
66.21,4,66.2,Risk and damage evaluation
66.21.0,5,66.21,Risk and damage evaluation
66.22,4,66.2,Activities of insurance agents and brokers
66.22.0,5,66.22,Activities of insurance agents and brokers
66.29,4,66.2,Other activities auxiliary to insurance and pension funding
66.29.0,5,66.29,Other activities auxiliary to insurance and pension funding
66.3,3,66,Fund management activities
66.30,4,66.3,Fund management activities
66.30.0,5,66.30,Fund management activities
L,1,,Real estate activities
68,2,L,Real estate activities
68.1,3,68,Buying and selling of own real estate
68.10,4,68.1,Buying and selling of own real estate
68.10.1,5,68.10,Buying and selling of own residential real estate
68.10.2,5,68.10,Buying and selling of own non-residential real estate
68.2,3,68,Renting and operating of own or leased real estate
68.20,4,68.2,Renting and operating of own or leased real estate
68.20.1,5,68.20,Renting and operating of own or leased residential real estate
68.20.2,5,68.20,Renting and operating of own or leased non-residential real estate
68.3,3,68,Real estate activities on a fee or contract basis
68.31,4,68.3,Real estate agencies
68.31.1,5,68.31,Activities of real estate agencies relating to residential real estate
68.31.2,5,68.31,Activities of real estate agencies relating to non-residential real estate
68.32,4,68.3,Management of real estate on a fee or contract basis
68.32.1,5,68.32,Management of residential real estate on a fee or contract basis
68.32.2,5,68.32,Management of non-residential real estate on a fee or contract basis
M,1,,"Professional, scientific and technical activities"
69,2,M,Legal and accounting activities
69.1,3,69,Legal activities
69.10,4,69.1,Legal activities
69.10.1,5,69.10,Activities of law offices with notaries public
69.10.2,5,69.10,Activities of law offices without notaries public
69.10.3,5,69.10,Activities of notaries public
69.10.4,5,69.10,Activities of patent lawyers' offices
69.10.9,5,69.10,Other legal service activities n.e.c.
69.2,3,69,"Accounting, bookkeeping and auditing activities; tax consultancy"
69.20,4,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy"
69.20.1,5,69.20,"Activities of qualified auditors, auditing firms"
69.20.2,5,69.20,"Activities of certified accountants, firms of licensed public accountants"
69.20.3,5,69.20,"Activities of agents in tax matters, tax consultants, tax consulting companies"
69.20.4,5,69.20,Book-keeping activities (excluding data processing)
70,2,M,Activities of head offices; management consultancy activities
70.1,3,70,Activities of head offices
70.10,4,70.1,Activities of head offices
70.10.1,5,70.10,Management activities of holding companies
70.10.9,5,70.10,Other activities of head offices
70.2,3,70,Management consultancy activities
70.21,4,70.2,Public relations and communication activities
70.21.0,5,70.21,Public relations and communication activities
70.22,4,70.2,Business and other management consultancy activities
70.22.0,5,70.22,Business and other management consultancy activities
71,2,M,Architectural and engineering activities; technical testing and analysis
71.1,3,71,Architectural and engineering activities and related technical consultancy
71.11,4,71.1,Architectural activities
71.11.1,5,71.11,Consulting architectural activities in building construction
71.11.2,5,71.11,Consulting architectural activities in interior design
71.11.3,5,71.11,"Consulting architectural activities in town, city and regional planning"
71.11.4,5,71.11,Consulting architectural activities in landscape architecture
71.12,4,71.1,Engineering activities and related technical consultancy
71.12.1,5,71.12,"Engineering activities for projects involving civil, hydraulic and traffic engineering"
71.12.2,5,71.12,Engineering activities for projects in specific technical fields and engineering design
71.12.3,5,71.12,Surveying activities
71.12.9,5,71.12,Other engineering activities and related technical consultancy
71.2,3,71,Technical testing and analysis
71.20,4,71.2,Technical testing and analysis
71.20.0,5,71.20,Technical testing and analysis
72,2,M,Scientific research and development
72.1,3,72,Research and experimental development on natural sciences and engineering
72.11,4,72.1,Research and experimental development on biotechnology
72.11.0,5,72.11,Research and experimental development on biotechnology
72.19,4,72.1,Other research and experimental development on natural sciences and engineering
72.19.0,5,72.19,Other research and experimental development on natural sciences and engineering
72.2,3,72,Research and experimental development on social sciences and humanities
72.20,4,72.2,Research and experimental development on social sciences and humanities
72.20.0,5,72.20,Research and experimental development on social sciences and humanities
73,2,M,Advertising and market research
73.1,3,73,Advertising
73.11,4,73.1,Advertising agencies
73.11.0,5,73.11,Advertising agencies
73.12,4,73.1,Media representation
73.12.0,5,73.12,Media representation
73.2,3,73,Market research and public opinion polling
73.20,4,73.2,Market research and public opinion polling
73.20.0,5,73.20,Market research and public opinion polling
74,2,M,"Other professional, scientific and technical activities"
74.1,3,74,Specialised design activities
74.10,4,74.1,Specialised design activities
74.10.1,5,74.10,"Activities of industrial, product and fashion designers"
74.10.2,5,74.10,Activities of graphics and communications designers
74.10.3,5,74.10,Activities of interior decorators
74.2,3,74,Photographic activities
74.20,4,74.2,Photographic activities
74.20.1,5,74.20,Activities of photographers
74.20.2,5,74.20,Activities of photographic laboratories
74.3,3,74,Translation and interpretation activities
74.30,4,74.3,Translation and interpretation activities
74.30.1,5,74.30,Translation activities
74.30.2,5,74.30,Interpretation activities
74.9,3,74,"Other professional, scientific and technical activities n.e.c."
74.90,4,74.9,"Other professional, scientific and technical activities n.e.c."
74.90.0,5,74.90,"Other professional, scientific and technical activities n.e.c."
75,2,M,Veterinary activities
75.0,3,75,Veterinary activities
75.00,4,75.0,Veterinary activities
75.00.1,5,75.00,Veterinary practice activities
75.00.9,5,75.00,Other veterinary activities
N,1,,Administrative and support service activities
77,2,N,Rental and leasing activities
77.1,3,77,Renting and leasing of motor vehicles
77.11,4,77.1,Renting and leasing of cars and light motor vehicles
77.11.0,5,77.11,Renting and leasing of cars and light motor vehicles
77.12,4,77.1,Renting and leasing of trucks
77.12.0,5,77.12,Renting and leasing of trucks
77.2,3,77,Renting and leasing of personal and household goods
77.21,4,77.2,Renting and leasing of recreational and sports goods
77.21.0,5,77.21,Renting and leasing of recreational and sports goods
77.22,4,77.2,Renting of video tapes and disks
77.22.0,5,77.22,Renting of video tapes and disks
77.29,4,77.2,Renting and leasing of other personal and household goods
77.29.0,5,77.29,Renting and leasing of other personal and household goods
77.3,3,77,"Renting and leasing of other machinery, equipment and tangible goods"
77.31,4,77.3,Renting and leasing of agricultural machinery and equipment
77.31.0,5,77.31,Renting and leasing of agricultural machinery and equipment
77.32,4,77.3,Renting and leasing of construction and civil engineering machinery and equipment
77.32.0,5,77.32,Renting and leasing of construction and civil engineering machinery and equipment
77.33,4,77.3,Renting and leasing of office machinery and equipment (including computers)
77.33.0,5,77.33,Renting and leasing of office machinery and equipment (including computers)
77.34,4,77.3,Renting and leasing of water transport equipment
77.34.0,5,77.34,Renting and leasing of water transport equipment
77.35,4,77.3,Renting and leasing of air transport equipment
77.35.0,5,77.35,Renting and leasing of air transport equipment
77.39,4,77.3,"Renting and leasing of other machinery, equipment and tangible goods n.e.c."
77.39.0,5,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c."
77.4,3,77,"Leasing of intellectual property and similar products, except copyrighted works"
77.40,4,77.4,"Leasing of intellectual property and similar products, except copyrighted works"
77.40.0,5,77.40,"Leasing of intellectual property and similar products, except copyrighted works"
78,2,N,Employment activities
78.1,3,78,Activities of employment placement agencies
78.10,4,78.1,Activities of employment placement agencies
78.10.0,5,78.10,Activities of employment placement agencies
78.2,3,78,Temporary employment agency activities
78.20,4,78.2,Temporary employment agency activities
78.20.0,5,78.20,Temporary employment agency activities
78.3,3,78,Other human resources provision
78.30,4,78.3,Other human resources provision
78.30.0,5,78.30,Other human resources provision
79,2,N,"Travel agency, tour operator and other reservation service and related activities"
79.1,3,79,Travel agency and tour operator activities
79.11,4,79.1,Travel agency activities
79.11.0,5,79.11,Travel agency activities
79.12,4,79.1,Tour operator activities
79.12.0,5,79.12,Tour operator activities
79.9,3,79,Other reservation service and related activities
79.90,4,79.9,Other reservation service and related activities
79.90.0,5,79.90,Other reservation service and related activities
80,2,N,Security and investigation activities
80.1,3,80,Private security activities
80.10,4,80.1,Private security activities
80.10.0,5,80.10,Private security activities
80.2,3,80,Security systems service activities
80.20,4,80.2,Security systems service activities
80.20.0,5,80.20,Security systems service activities
80.3,3,80,Investigation activities
80.30,4,80.3,Investigation activities
80.30.0,5,80.30,Investigation activities
81,2,N,Services to buildings and landscape activities
81.1,3,81,Combined facilities support activities
81.10,4,81.1,Combined facilities support activities
81.10.0,5,81.10,Combined facilities support activities
81.2,3,81,Cleaning activities
81.21,4,81.2,General cleaning of buildings
81.21.0,5,81.21,General cleaning of buildings
81.22,4,81.2,Other building and industrial cleaning activities
81.22.1,5,81.22,Chimney-sweeping
81.22.9,5,81.22,Other building and industrial cleaning activities n.e.c.
81.29,4,81.2,Other cleaning activities
81.29.1,5,81.29,Cleaning of means of transport
81.29.2,5,81.29,Disinfecting and pest control
81.29.9,5,81.29,Other cleaning activities n.e.c.
81.3,3,81,Landscape service activities
81.30,4,81.3,Landscape service activities
81.30.1,5,81.30,"Laying out, planting and maintenance of gardens, parks and green areas"
81.30.9,5,81.30,Other landscape and garden service activities
82,2,N,"Office administrative, office support and other business support activities"
82.1,3,82,Office administrative and support activities
82.11,4,82.1,Combined office administrative service activities
82.11.0,5,82.11,Combined office administrative service activities
82.19,4,82.1,"Photocopying, document preparation and other specialised office support activities"
82.19.0,5,82.19,"Photocopying, document preparation and other specialised office support activities"
82.2,3,82,Activities of call centres
82.20,4,82.2,Activities of call centres
82.20.0,5,82.20,Activities of call centres
82.3,3,82,Organisation of conventions and trade shows
82.30,4,82.3,Organisation of conventions and trade shows
82.30.0,5,82.30,Organisation of conventions and trade shows
82.9,3,82,Business support service activities n.e.c.
82.91,4,82.9,Activities of collection agencies and credit bureaus
82.91.1,5,82.91,Debt collecting
82.91.2,5,82.91,Credit rating in connection with an individual’s or firm’s creditworthiness or business practices
82.92,4,82.9,Packaging activities
82.92.0,5,82.92,Packaging activities
82.99,4,82.9,Other business support service activities n.e.c.
82.99.1,5,82.99,Activities of self-employed auctioneers
82.99.9,5,82.99,Other business support service activities
O,1,,Public administration and defence; compulsory social security
84,2,O,Public administration and defence; compulsory social security
84.1,3,84,Administration of the State and the economic and social policy of the community
84.11,4,84.1,General public administration activities
84.11.0,5,84.11,General public administration activities
